"id","file","creator","title","publisher","date","subject","contributor"
"MN41657ucmf_4","corpus/MN41657ucmf_4_djvu.txt","Hopkins, Ezekiel, 1634-1690","An exposition of the ten commandments [microform] ;","New York : American Tract Society","1846","Commandments, Ten","University of Chicago"
"studiesinjohnsg00socigoog","corpus/studiesinjohnsg00socigoog_djvu.txt",NA,"Studies in John's gospel : the gospel of Christ's deity","New York : American Tract Society","1891",NA,"University of Michigan"
"childshymnbook00caul","corpus/childshymnbook00caul_djvu.txt","Caulkins, F. M., 1795-1869","Child's hymn book","New York : American Tract Society","1820",NA,"Princeton Theological Seminary Library"
"childspictures00unse","corpus/childspictures00unse_djvu.txt",NA,"Child's pictures","[New York] : American Tract Society","1870",NA,"Virginia Beach Public Library"
"happyvoicesnewhy00amer","corpus/happyvoicesnewhy00amer_djvu.txt","American Tract Society","Happy voices : new hymns and tunes, with many popular and sterling old ones, for the home circle and sabbath schools","New York : American Tract Society","1865",NA,"Music Library, University of North Carolina at Chapel Hill"
"christianprogresaiin00jame","corpus/christianprogresaiin00jame_djvu.txt",NA,"Christian progress: a sequel to The anxious inquirer after salvation","New York, American tract society","1854","Christian life","Princeton Theological Seminary Library"
"tractsofamerican10amer","corpus/tractsofamerican10amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"circulationchara00amer","corpus/circulationchara00amer_djvu.txt","American Tract Society","Circulation and character of the volumes of the American tract society. For the society's colportuers","[New York] American tract society","1848",NA,"New York Public Library"
"lifejesuschrist04unkngoog","corpus/lifejesuschrist04unkngoog_djvu.txt","Stalker, James, 1848-1927","The life of Jesus Christ","New York. American tract society","1891","Jesus Christ","University of Michigan"
"ladyhuntingtonhe00knig_0","corpus/ladyhuntingtonhe00knig_0_djvu.txt","Knight, Helen C. (Helen Cross), 1814-1906","Lady Huntington and her friends; or, The revival of the work of God in the days of Wesley, Whitefield, Romaine, Venn, and others in the last century","New York American Tract Society","1853",NA,"Princeton Theological Seminary Library"
"godswonderfulwor00baco","corpus/godswonderfulwor00baco_djvu.txt","Bacon, Leonard Woolsey, 1830-1907","God's wonderful work in France : an introduction of the deputation from the protestants of France to the American churches","New York : American Tract Society","1880",NA,"Princeton Theological Seminary Library"
"sketcife00unse","corpus/sketcife00unse_djvu.txt",NA,"Sketches from life, or, Illustrations of the influence of Christianity","New York : American Tract Society","1871",NA,"Virginia Beach Public Library"
"fiveyearsinalleg01cros","corpus/fiveyearsinalleg01cros_djvu.txt",NA,"Five years in the Alleghanies","New York, American tract society","1863",NA,"The Library of Congress"
"practicalthought00nev","corpus/practicalthought00nev_djvu.txt",NA,"Practical thoughts","New York, American Tract Society","1836","Christian life","Princeton Theological Seminary Library"
"101178399.nlm.nih.gov","corpus/101178399_djvu.txt","Burder, Dr. (Thomas Harrison), 1789-1843","Letters from a senior to a junior physician on the importance of promoting the religious welfare of his patients","New York : American Tract Society","1836","Religion and Medicine","U.S. National Library of Medicine"
"starryskiesorfir00gibe","corpus/starryskiesorfir00gibe_djvu.txt","Giberne, Agnes, 1845-1939","The starry skies: or, First lessons on the sun, moon and stars","New York, American tract society","1894","Astronomy","The Library of Congress"
"gospelofgladness01burr","corpus/gospelofgladness01burr_djvu.txt",NA,"The gospel of gladness","New York, American Tract Society","1892","Sermons, American","The Library of Congress"
"dakotaodowanhymn00will","corpus/dakotaodowanhymn00will_djvu.txt",NA,"Dakota Odowan : hymns in the Dakota language","New York : American Tract Society","1870",NA,"Princeton Theological Seminary Library"
"duchessreneher00bate","corpus/duchessreneher00bate_djvu.txt","[Bates, Lizzie] [from old catalog]","The Duchess Renée and her court","New York, American tract society","1872","Renée, of France, Duchess, consort of Ercole II d'Este, Duke of Ferrara, Modena, and Reggio, 1510-1575","The Library of Congress"
"studiesinjohnsgo00greg","corpus/studiesinjohnsgo00greg_djvu.txt",NA,"Studies in John's gospel: the gospel of Christ's deity","New York, American tract society","1891",NA,"Princeton Theological Seminary Library"
"themorningcometh00burr","corpus/themorningcometh00burr_djvu.txt",NA,"""The morning cometh."" Talks for the times","New York, American tract society","1893","Sermons, American","Princeton Theological Seminary Library"
"memoirofrevsamue00full","corpus/memoirofrevsamue00full_djvu.txt",NA,"Memoir of Rev. Samuel Pearce, A. M. : who was united with Carey and others in establishing missions in India, 1793","New York : American Tract Society","1830","Pearce, Samuel, 1766-1799","Princeton Theological Seminary Library"
"forgivenessofsi00owen","corpus/forgivenessofsi00owen_djvu.txt","Owen, John, 1616-1683","The forgiveness of sin : illustrated in a practical exposition of Psalm 130","New York : American tract society ;","1840","Forgiveness of sin","The Library of Congress"
"reformedpastoror00baxt","corpus/reformedpastoror00baxt_djvu.txt",NA,"The Reformed pastor : or, the duty of personal labors for the souls of men","New York : American Tract Society","1829","Pastoral theology","Princeton Theological Seminary Library"
"afflictedmanscom00will_1","corpus/afflictedmanscom00will_1_djvu.txt",NA,"The afflicted man's companion;","New York, American tract society","1851",NA,"The Library of Congress"
"marksteadmanorsh00newy","corpus/marksteadmanorsh00newy_djvu.txt",NA,"Mark Steadman : or, Show your colors","New York : American Tract Society","1868","Children's stories, English","New York Public Library"
"bibletextbookor00newy","corpus/bibletextbookor00newy_djvu.txt",NA,"The Bible text-book; or, The principal texts relating to the persons, places and subjects, occurring in the Holy Scriptures","New York, American tract society","1876","Bible","The Library of Congress"
"jonaskingmissio00hain","corpus/jonaskingmissio00hain_djvu.txt","Haines, F. E. H., Mrs","Jonas King, missionary to Syria and Greece","New York : American Tract Society","1879",NA,"Princeton Theological Seminary Library"
"ojibwanugumoshng00amer","corpus/ojibwanugumoshng00amer_djvu.txt","American Tract Society","Ojibwa nugumoshäng : Ojibwa hymns","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"littlewillietrue00amer","corpus/littlewillietrue00amer_djvu.txt","American Tract Society","Little Willie : a true story","New York : American Tract Society","1864",NA,"New York Public Library"
"lecturesonnewtes00newy","corpus/lecturesonnewtes00newy_djvu.txt",NA,"Lectures on the New Testament delivered before the New York Sunday-school association","New York : American Tract Society","1881","Bible","Princeton Theological Seminary Library"
"lifeandadventur00socigoog","corpus/lifeandadventur00socigoog_djvu.txt","Clark, E. Warren (Edward Warren), 1849-1907","Life and adventure in Japan","New York : American Tract Society","1878",NA,"University of California"
"rescuedchild00sche","corpus/rescuedchild00sche_djvu.txt","Schenck, J. W., Mrs","The rescued child","New York : American Tract Society","1868","Children's stories, American","New York Public Library"
"missionarysdaugh00thur","corpus/missionarysdaugh00thur_djvu.txt","Thurston, Lucy Goodale, 1823-1841.*","The missionary's daughter","New York : American Tract Society","1842",NA,"Robarts - University of Toronto"
"sacredsongsforfa1855amer","corpus/sacredsongsforfa1855amer_djvu.txt","American Tract Society.","Sacred songs for family and social worship : comprising the most approved spiritual hymns with chaste and popular tunes.","New York : American Tract Society","1855","Hymns, English","Princeton Theological Seminary Library"
"twostjohnsofnew00stal","corpus/twostjohnsofnew00stal_djvu.txt","Stalker, James, 1848-1927","The two St. Johns of the New Testament","New York, American Tract Society","1895",NA,"Robarts - University of Toronto"
"expositionoftenc00hopk","corpus/expositionoftenc00hopk_djvu.txt","Hopkins, Ezekiel, 1634-1690","An exposition of the ten commandments;","New York, American Tract Society","1846","Commandments, Ten","Princeton Theological Seminary Library"
"bengaprimerhymns00cori","corpus/bengaprimerhymns00cori_djvu.txt","Corisco mission","Benga primer and hymns","New York : American Tract Society","1850",NA,"Princeton Theological Seminary Library"
"throughbibleland00scha","corpus/throughbibleland00scha_djvu.txt","Schaff, Philip, 1819-1893","Through Bible lands : notes of travel in Egypt, the desert, and Palestine","New York : American Tract Society","1878",NA,"The Library of Congress"
"familybiblewithb02nyam","corpus/familybiblewithb02nyam_djvu.txt",NA,"The Family Bible... with brief notes and instructions : including the references and marginal readings of the Polyglot Bible","N.Y. : American tract society","1861",NA,"Princeton Theological Seminary Library"
"youngchristianor00abbo","corpus/youngchristianor00abbo_djvu.txt","Abbott, Jacob, 1803-1879","The young Christian: or a familiar illustration of the principles of Christian duty","New York, American tract society","1832","Youth -- Religious life","New York Public Library"
"tractsofamerican05amer","corpus/tractsofamerican05amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"whoarehappyorpie01wate","corpus/whoarehappyorpie01wate_djvu.txt","Waterbury, J. B. (Jared Bell), 1799-1876","Who are the happy? or, Piety the only foundation of true and substantial joy","New York, American tract society","1851",NA,"The Library of Congress"
"beulahland00cuyl","corpus/beulahland00cuyl_djvu.txt","Cuyler, Theodore L. (Theodore Ledyard), 1822-1909","Beulah land","New York : American Tract Society","1896","Christian life","New York Public Library"
"fatherslettersto00west","corpus/fatherslettersto00west_djvu.txt","West, Robert A. (Robert Athow), 1808-1865","A father's letters to his daughter","New York, American Tract Society","1865",NA,"The Library of Congress"
"tractsofamerican03amer","corpus/tractsofamerican03amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"songsofzionmanua00amer","corpus/songsofzionmanua00amer_djvu.txt","American Tract Society","Songs of Zion : a manual of the best and most popular hymns and tunes, for social and private devotion","New York : American Tract Society","1851","Hymns, English","Princeton Theological Seminary Library"
"talkstoboys00huntgoog","corpus/talkstoboys00huntgoog_djvu.txt","Hunter, Eleanor A. (Eleanor Augusta), 1855-","Talks to boys","New York : American Tract Society","1890",NA,"unknown library"
"ecumenicalmissio02ecum","corpus/ecumenicalmissio02ecum_djvu.txt","Ecumenical conference on foreign missions (1900 : New York)","Ecumenical missionary conference, New York, 1900","New York, American tract society","1900","Missions","Princeton Theological Seminary Library"
"ladyhuntingtonhe00knigrich","corpus/ladyhuntingtonhe00knigrich_djvu.txt",NA,"Lady Huntington and her friends [electronic resource] or, The revival of the work of God in the days of Wesley, Whitefield, Romaine, Venn, and others in the last century","New York American Tract Society","1853","Huntingdon, Selina Hastings, Countess of, 1707-1791","University of California Libraries"
"centralafricajap00pitm","corpus/centralafricajap00pitm_djvu.txt",NA,"Central Africa, Japan and Fiji: a story of missionary enterprise, trials and triumphs","New York, American tract society","1882",NA,"Smithsonian Libraries"
"cu31924031023504","corpus/cu31924031023504_djvu.txt","Ecumenical Conference on Foreign Missions (1900 : New York, N.Y.)","Ecumenical missionary conference, New York, 1900 : Report of the Ecumenical conference on foreign missions, held in Carnegie Hall and neighboring churches, April 21 to May 1 ..","New York : American Tract Society","1900","Missions","Cornell University Library"
"themorningcometh01burr","corpus/themorningcometh01burr_djvu.txt",NA,"""The morning cometh."" Talks for the times","New York, American tract society","1893","Sermons, American","The Library of Congress"
"classbookofbibli00osbo","corpus/classbookofbibli00osbo_djvu.txt","Osborn, Henry Stafford, 1823-1894","A class-book of Biblical history and geography","New York : American Tract Society","1890","Bible","Princeton Theological Seminary Library"
"tractsofamerican13amer","corpus/tractsofamerican13amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"vitalgodlinesstr00plum","corpus/vitalgodlinesstr00plum_djvu.txt","Plumer, William S. (William Swan), 1802-1880","Vital godliness : a treatise on experimental and practical piety","New York : American Tract Society","1864","Piety","Princeton Theological Seminary Library"
"echotohappyvoice00amer","corpus/echotohappyvoice00amer_djvu.txt","American Tract Society.","Echo to ""Happy voices"" : hymns and tunes for the home circle and Sabbath-schools ; chiefly original /","New York : American Tract Society","1869",NA,"Princeton Theological Seminary Library"
"essexladwhobecam00smit","corpus/essexladwhobecam00smit_djvu.txt",NA,"The Essex lad who became England's greatest preacher. The life of Charles Haddon Spurgeon, for young people","New York, American tract society","1892","Spurgeon, Charles Haddon, 1834-1892","Princeton Theological Seminary Library"
"poemsofhomelife00warn","corpus/poemsofhomelife00warn_djvu.txt","Warner, Helen P., comp","Poems of home life","New York, American tract society","1871",NA,"Internet Archive"
"youngchristiano01abbogoog","corpus/youngchristiano01abbogoog_djvu.txt","Abbott, Jacob, 1803-1879","The young Christian: or, A familiar illustration of the principles of Christian duty","New York, American tract society","1832","Youth","Harvard University"
"bibleemblems01seel","corpus/bibleemblems01seel_djvu.txt","Seelye, Edward Eli, 1819-1864","Bible emblems","New York, American Tract Society","1866",NA,"The Library of Congress"
"poweroffaith00grahrich","corpus/poweroffaith00grahrich_djvu.txt",NA,"The power of faith : exemplified in the life and writings of the late Mrs. Isabella Graham","New York : American Tract Society","1843",NA,"University of California Libraries"
"moderndoubtandc00chrigoog","corpus/moderndoubtandc00chrigoog_djvu.txt",NA,"Modern doubt and Christian belief. A series of apologetic lectures addressed to earnest seekers after truth","New York, American Tract society","1874","Apologetics","University of Michigan"
"conversionofstpa00lytt","corpus/conversionofstpa00lytt_djvu.txt","Lyttelton, George Lyttelton, Baron, 1709-1773","The conversion of St. Paul : In a letter to Gilbert West, Esq.","New York : American Tract Society","1900","Paul, the Apostle, Saint","Princeton Theological Seminary Library"
"drscudderstalesf00scud","corpus/drscudderstalesf00scud_djvu.txt",NA,"Dr. Scudder's tales for little readers about the heathen","New York : American Tract Society","1849",NA,"Princeton Theological Seminary Library"
"blendinglightsor1875fras","corpus/blendinglightsor1875fras_djvu.txt","Fraser, William, 1817-1879","Blending lights; or, The relations of natural science, archaeology, and history, to the Bible","New York, American Tract Society","1875",NA,"Princeton Theological Seminary Library"
"collectionofhymn00hill","corpus/collectionofhymn00hill_djvu.txt","Hill, H. A. (Henry Aaron), d. 1834, tr","A collection of hymns","New York, American Tract Society","1853",NA,"The Library of Congress"
"mrsharrietlwinsl00wins","corpus/mrsharrietlwinsl00wins_djvu.txt",NA,"Memoir of Mrs. Harriet L. Winslow, thirteen years a member of the American mission in Ceylon","New York : American Tract Society","1840","Missions","University of California Libraries"
"godswordwrittennewy00garb","corpus/godswordwrittennewy00garb_djvu.txt","Garbett, Edward, 1817-1887","God's word written : the doctrine of the inspiration of holy scripture explained and enforced","New York : American Tract Society","1868","Bible","Princeton Theological Seminary Library"
"biblenotofmanora01spri","corpus/biblenotofmanora01spri_djvu.txt",NA,"The Bible not of man : or, The argument for the divine origin of the Sacred Scriptures, drawn from the Scriptures themselves","New York : American Tract Society","1847",NA,"The Library of Congress"
"unclejohnvassarofof00vass","corpus/unclejohnvassarofof00vass_djvu.txt",NA,"Uncle John Vassar : or, The fight of faith","New York : American Tract Society","1879",NA,"Princeton Theological Seminary Library"
"pilgrimsprogress1860buny","corpus/pilgrimsprogress1860buny_djvu.txt","Bunyan, John, 1628-1688","The pilgrim's progress from this world to that which is to come ..","New York : American Tract Society","1860",NA,"Princeton Theological Seminary Library"
"gospelworkscript00whit","corpus/gospelworkscript00whit_djvu.txt",NA,"Gospel work: a Scripture text-book","New York, American tract society","1878","Evangelistic work","The Library of Congress"
"risepro00dodd","corpus/risepro00dodd_djvu.txt","Doddridge, Philip, 1702-1751","The rise and progress of religion in the soul ..","New York : American Tract Society","1849","Christian life","The Library of Congress"
"unclejohninarmya00hami","corpus/unclejohninarmya00hami_djvu.txt",NA,"Uncle John in the army : and among the freedmen","New York : American Tract Society","1867","Soldiers","University Library, University of North Carolina at Chapel Hill"
"memoiroflifecha00dodd","corpus/memoiroflifecha00dodd_djvu.txt",NA,"Memoir of the life, character, and writings of Philip Doddridge, D. D., with a selection from his correspondence","New York, American tract society","1860",NA,"The Library of Congress"
"sevenyearsinceyl00leit","corpus/sevenyearsinceyl00leit_djvu.txt",NA,"Seven years in Ceylon: stories of mission life","New York : American Tract Society","1890",NA,"University of California Libraries"
"missionofchurcho00lawr","corpus/missionofchurcho00lawr_djvu.txt",NA,"The mission of the church : or, Systematic beneficence","New York : American Tract Society","1850",NA,"Princeton Theological Seminary Library"
"familybiblewithb01nyam","corpus/familybiblewithb01nyam_djvu.txt",NA,"The Family Bible... with brief notes and instructions : including the references and marginal readings of the Polyglot Bible","N.Y. : American tract society","1861",NA,"Princeton Theological Seminary Library"
"richesofbunyanse00buny","corpus/richesofbunyanse00buny_djvu.txt",NA,"The riches of Bunyan : selected from his works, for The American Tract Society","New York : American Tract Society","1850",NA,"Princeton Theological Seminary Library"
"treesfruitsandf00cookgoog","corpus/treesfruitsandf00cookgoog_djvu.txt","Cook, Harriet N","The trees, fruits, and flowers of the Bible","New York, American tract society","1846","Nature in the Bible","Harvard University"
"georgewhitefi00belc","corpus/georgewhitefi00belc_djvu.txt","Belcher, Joseph, 1794-1859, comp","George Whitefield: a biography : with special reference to his labors in America","New York : American Tract Society","1857","Whitefield, George, 1714-1770","Princeton Theological Seminary Library"
"beginninglife01tull","corpus/beginninglife01tull_djvu.txt",NA,"Beginning life;","New York, American tract society","1860",NA,"The Library of Congress"
"MN40211ucmf_4","corpus/MN40211ucmf_4_djvu.txt",NA,"The divine law of beneficence [microform] : Zaccheus, or The scriptural plan of benevolence : and The mission of the church, or Systematic beneficence","New York : American Tract Society","1850",NA,"University of Chicago"
"cu31924023977741","corpus/cu31924023977741_djvu.txt",NA,"Seven years in Ceylon : stories of mission life","New York : American tract society","1890",NA,"Cornell University Library"
"cu31924031023496","corpus/cu31924031023496_djvu.txt","Ecumenical Conference on Foreign Missions (1900 : New York, N.Y.)","Ecumenical missionary conference, New York, 1900 : Report of the Ecumenical conference on foreign missions, held in Carnegie Hall and neighboring churches, April 21 to May 1 ..","New York : American Tract Society","1900","Missions","Cornell University Library"
"memoirofrevedwar01cumm","corpus/memoirofrevedwar01cumm_djvu.txt","Cummings, Asa, 1790-1856","A memoir of the Rev. Edward Payson, D.D., late of Portland, Maine","New York, American tract society","1830","Payson, Edward, 1783-1827","The Library of Congress"
"fromsolomontocap00greg","corpus/fromsolomontocap00greg_djvu.txt",NA,"From Solomon to the captivity : the story of the two Hebrew kingdoms","New York : American Tract Society","1890",NA,"The Library of Congress"
"practicalthought00nevi","corpus/practicalthought00nevi_djvu.txt",NA,"Practical thoughts","New York, American Tract Society","1836","Christian life","New York Public Library"
"divinelawofbenef00coo","corpus/divinelawofbenef00coo_djvu.txt","Cooke Parsons, 1800-1864","The Divine law of beneficence","New York : American Tract Society","1860","Beneficence, Systematic","Princeton Theological Seminary Library"
"dailycommunionwi00boyd","corpus/dailycommunionwi00boyd_djvu.txt","Boyd, James R. (James Robert), 1804-1890","Daily communion with God : on the plan recommended by Rev. Matthew Henry, V.D.M. for beginning, spending, concluding each day with God","New York : American Tract Society","1873",NA,"Princeton Theological Seminary Library"
"mawedopalmlandma00nass","corpus/mawedopalmlandma00nass_djvu.txt","Nassau, Robert Hamill, 1835-1921","Mawedo, the palm-land maiden /","New York : American Tract Society","1882","Missions","Princeton Theological Seminary Library"
"scenesinsouthern00mitc_0","corpus/scenesinsouthern00mitc_0_djvu.txt","Mitchell, Maria Hay Flyter, d. 1907","Scenes in Southern India","New York : American Tract Society","1885",NA,"Princeton Theological Seminary Library"
"dictionaryofholy00rand","corpus/dictionaryofholy00rand_djvu.txt",NA,"A dictionary of the Holy Bible : for general use in the study of the Scriptures; with engravings, maps, and tables","New York : American Tract Society","1859","Bible","Princeton Theological Seminary Library"
"englishchinesedi00cond","corpus/englishchinesedi00cond_djvu.txt","Condit, I. M","English and Chinese dictionary","New York : American Tract Society","1882","Chinese language -- English","University of California Libraries"
"historyreformat00daugoog","corpus/historyreformat00daugoog_djvu.txt",NA,"History of the reformation of the sixteenth century","New York, American Tract Society","1849","Reformation","New York Public Library"
"biblereadershelp00reli","corpus/biblereadershelp00reli_djvu.txt",NA,"The Bible-reader's help","New York, American tract society","1840","Bible","The Library of Congress"
"historyofrefor02merl","corpus/historyofrefor02merl_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1853",NA,"Robarts - University of Toronto"
"africapastpresen00mois_0","corpus/africapastpresen00mois_0_djvu.txt","Moister, W. (William), 1808-1891","Africa : past and present ; a concise history of the country, its history, geography, explorations, climates, productions, resources, population, trib","New York : American Tract Society","1879",NA,"Princeton Theological Seminary Library"
"oldkitchenfireot00park","corpus/oldkitchenfireot00park_djvu.txt","Parker, C. E. R. (Caroline Eustis Roberts)","The old kitchen fire, and other poems","New York : American Tract Society","1869",NA,"The Library of Congress"
"songsofzionenlar00amer","corpus/songsofzionenlar00amer_djvu.txt","American Tract Society","Songs of Zion enlarged : a manual of the best and most popular hymns and tunes for social and private devotion","New York : American Tract Society","1864","Hymns, English","Princeton Theological Seminary Library"
"fromoceantoocean00shil","corpus/fromoceantoocean00shil_djvu.txt","Shiland, Andrew. [from old catalog]","From ocean to ocean","New York, American tract society","1892","Overland journeys to the Pacific","The Library of Congress"
"tractsofamerican08amer","corpus/tractsofamerican08amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"motherwestsneigh00chap","corpus/motherwestsneigh00chap_djvu.txt","Chaplin, Jane Dunbar, 1819-1884","Mother West's neighbors","Boston, American tract society [etc.]","1876",NA,"Boston Public Library"
"alarmtounconvert00all","corpus/alarmtounconvert00all_djvu.txt","Alleine, Joseph, 1634-1668","An Alarm to unconverted sinners : in a serious treatise on conversion","New York : American Tract Society","1800","Conversion","Princeton Theological Seminary Library"
"familybiblewithb03nyam","corpus/familybiblewithb03nyam_djvu.txt",NA,"The Family Bible... with brief notes and instructions : including the references and marginal readings of the Polyglot Bible","N.Y. : American tract society","1861",NA,"Princeton Theological Seminary Library"
"practicalthoug00nevi","corpus/practicalthoug00nevi_djvu.txt","Nevins, William, 1797-1835. [from old catalog]","Practical thoughts","New York, American tract society","1836","Christian life","The Library of Congress"
"scenesinsouthern00mitc","corpus/scenesinsouthern00mitc_djvu.txt","Mitchell, Maria Hay Flyter, d. 1907","Scenes in Southern India","New York : American Tract Society","1885",NA,"School of Theology, Boston University"
"cu31924029322991","corpus/cu31924029322991_djvu.txt","Nelson, David, 1793-1844","The cause and cure of infidelity : including a notice of the author's unbelief and the means of his rescue","New York : American tract society","1841",NA,"Cornell University Library"
"waitingsaviour00kirk","corpus/waitingsaviour00kirk_djvu.txt",NA,"The waiting Saviour","Boston : The American tract society","1865","Jesus Christ","University of California Libraries"
"saintsev00baxt","corpus/saintsev00baxt_djvu.txt",NA,"The saints' everlasting rest;","New York, American Tract Society","1850","Devotional literature","The Library of Congress"
"practicalthought02nevi","corpus/practicalthought02nevi_djvu.txt",NA,"Practical thoughts","New York, American Tract Society","1836","Christian life","The Library of Congress"
"riseprogressofre00dod","corpus/riseprogressofre00dod_djvu.txt","Doddridge, Philip, 1702-1751","The rise and progress of religion in the soul ..","New York : American Tract Society","1800","Christian life","Princeton Theological Seminary Library"
"mirageoflife00mill","corpus/mirageoflife00mill_djvu.txt",NA,"The mirage of life","New York, American tract society","1869","Folly","The Library of Congress"
"sevenyearsinceyl01leit","corpus/sevenyearsinceyl01leit_djvu.txt",NA,"Seven years in Ceylon: stories of mission life","New York, American Tract Society","1890","Missions","The Library of Congress"
"practicalviewofp00wil","corpus/practicalviewofp00wil_djvu.txt",NA,"A practical view of the prevailing religious system of professed Christians, in the higher and middle classes, contrasted with real Christianity","New York : American Tract Society","1820",NA,"Princeton Theological Seminary Library"
"briefmemorialofm00cald","corpus/briefmemorialofm00cald_djvu.txt","Calderwood, William","Brief memorial of Mrs. Lizzie G. Calderwood : of the Saharunpur Mission, Northern India, in a letter","New York : American Tract Society","1860",NA,"Princeton Theological Seminary Library"
"prodigalsonmonog00will","corpus/prodigalsonmonog00will_djvu.txt","Willcox, Giles Buckingham, 1826-1922. [from old catalog]","The prodigal son. A monograph","New York, American tract society","1890",NA,"The Library of Congress"
"MN5048ucmf_3","corpus/MN5048ucmf_3_djvu.txt","Stone, John S. (John Seely), 1795-1882","A memoir of the life of James Milnor, D.D. [microform]: late Rector of St. George's Church, New York","New York : American Tract Society","1848","Milnor, James, 1773-1845","University of Chicago"
"saintse00baxt","corpus/saintse00baxt_djvu.txt",NA,"The saints' everlasting rest","New York, American tract society","1840","Devotional literature. [from old catalog]","The Library of Congress"
"scripturehistorya00hall","corpus/scripturehistorya00hall_djvu.txt",NA,"Scripture history, or, Contemplations on the historical passages of the Old and New Testaments","New York : American Tract Society","1800","Bible","Princeton Theological Seminary Library"
"memoirofcharlesh01smit","corpus/memoirofcharlesh01smit_djvu.txt","Smith, E. Goodrich (Elizur Goodrich), 1802-1873","Memoir of Charles Henry Porter, a student in theology","New York, American Tract Society","1849",NA,"The Library of Congress"
"historyofreforma04merliala","corpus/historyofreforma04merliala_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1849-53","Reformation","University of California Libraries"
"dakotaodowanhymn00rigg","corpus/dakotaodowanhymn00rigg_djvu.txt","Riggs, Stephen Return, 1812-1883","Dakota odowan : Hymns in the Dakota language, with tunes","New York : American Tract Society","1868",NA,"Smithsonian Libraries"
"goodhopethroughg00spri","corpus/goodhopethroughg00spri_djvu.txt",NA,"Good hope through grace : or, Distinguishing traits of Christian character","New York : American tract society ;","1850",NA,"Princeton Theological Seminary Library"
"vitalgodlinesstrws00plum","corpus/vitalgodlinesstrws00plum_djvu.txt","Plumer, William S. (William Swan), 1802-1880","Vital godliness : a treatise on experimental and practical piety","New York : American Tract Society","1864","Piety","New York Public Library"
"pilgrimsprogress01bun","corpus/pilgrimsprogress01bun_djvu.txt","Bunyan, John, 1628-1688","The pilgrim's progress from this world to that which is to come, delivered under the similitude of a dream","New York, American tract society","1860",NA,"The Library of Congress"
"greatdilemmachr00ottlgoog","corpus/greatdilemmachr00ottlgoog_djvu.txt",NA,"The great dilemma : Christ his own witness or his own accuser","New York, American Tract Society","1892","Jesus Christ","Oxford University"
"prayerastheoryan00faun","corpus/prayerastheoryan00faun_djvu.txt","Faunce, D. W. (Daniel Worcester), 1829-1911","Prayer as a theory and a fact","New York, American Tract Society","1890","Prayer","New York Public Library"
"christknockingat00flav","corpus/christknockingat00flav_djvu.txt",NA,"Christ knocking at the door of sinners' hearts : or, a solemn entreaty to receive the Saviour and his gospel in the day of mercy","New York : American Tract Society","1880",NA,"Princeton Theological Seminary Library"
"cu31924029331893","corpus/cu31924029331893_djvu.txt",NA,"A harmony of the life of St. Paul according to the Acts of the apostles and the Pauline epistles","New York : American tract society","1895","Paul, the Apostle, Saint","Cornell University Library"
"tractsofamerican09amer","corpus/tractsofamerican09amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"mammonorcovetou02harrgoog","corpus/mammonorcovetou02harrgoog_djvu.txt",NA,"Mammon; or, Covetousness the sin of the Christian church","New York, American Tract Society","1837",NA,"Harvard University"
"sabbathviewed00gilfrich","corpus/sabbathviewed00gilfrich_djvu.txt",NA,"The Sabbath viewed in the light of reason, revelation, and history : with sketches of its literature","New York : American Tract Society","1862","Sunday","University of California Libraries"
"memoirofrevjohne00clar","corpus/memoirofrevjohne00clar_djvu.txt",NA,"Memoir of the Rev. John E. Emerson, first pastor of the Whitefield church, Newburyport, Mass","New York, American Tract Society","1851",NA,"Princeton Theological Seminary Library"
"historyofworkofr00edwa","corpus/historyofworkofr00edwa_djvu.txt","Edwards, Jonathan, 1703-1758","A history of the work of redemption","New York, American Tract Society","1816",NA,"New York Public Library"
"personalrecolle00elizgoog","corpus/personalrecolle00elizgoog_djvu.txt",NA,"Personal recollections","New York, American Tract Society","1840",NA,"unknown library"
"daughtersofarmen00whee","corpus/daughtersofarmen00whee_djvu.txt","Wheeler, S. A. (Susan Anna)","Daughters of Armenia","New York, American tract Society","1877",NA,"School of Theology, Boston University"
"morningexercises02jayw","corpus/morningexercises02jayw_djvu.txt","Jay, William, 1769-1853","Morning exercises for the closet : for every day in the year","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
